client_id,product,money,ad_key,mouth,year
45,storage_ms,1000,,6,2021
46,storage_ms,1000,,6,2021
47,storage_ms,2890,,6,2021
48,storage_ms,1000,black_friday,6,2021
49,storage_ms,1000,,6,2021
50,storage_ms,2890,,6,2021
51,storage_ms,2890,summer_sale,6,2021
52,storage_ms,1000,new_subs,6,2021
53,storage_ms,1000,about_storage,6,2021
54,storage_ms,2890,,6,2021
55,storage_ms,2890,,6,2021
56,storage_ms,1000,about_market,6,2021
57,storage_ms,1000,about_market,6,2021
58,storage_ms,1000,,6,2021
59,storage_ms,1000,,6,2021
60,storage_ms,1000,,6,2021
61,storage_ms,2890,,6,2021
62,storage_ms,2890,,6,2021
63,storage_ms,2890,,6,2021
64,storage_ms,2890,,6,2021
65,storage_ms,2890,black_friday,6,2021
66,storage_ms,1000,,6,2021
67,storage_ms,2890,about_market,6,2021
68,storage_ms,1000,,6,2021
69,storage_ms,1000,black_friday,6,2021
70,storage_ms,2890,,6,2021
71,storage_ms,1000,current_clients,6,2021
72,storage_ms,2890,,6,2021
73,storage_ms,1000,,6,2021
74,storage_ms,2890,,6,2021
75,storage_ms,1000,about_storage,6,2021
76,storage_ms,2890,,6,2021
77,storage_ms,1000,,6,2021
78,storage_ms,1000,,6,2021
79,storage_ms,1000,,6,2021
80,storage_ms,1000,,6,2021
81,storage_ms,2890,,6,2021
82,storage_ms,2890,,6,2021
83,storage_ms,2890,,6,2021
84,storage_ms,2890,,6,2021
85,storage_ms,1000,,6,2021
86,storage_ms,1000,black_friday,6,2021
87,storage_ms,1000,,6,2021
3,storage_ms,1000,,7,2021
4,storage_ms,1000,,7,2021
5,storage_ms,2890,,7,2021
6,storage_ms,2890,,7,2021
7,storage_ms,1000,,7,2021
8,storage_ms,2890,current_clients,7,2021
9,storage_ms,1000,,7,2021
10,storage_ms,1000,,7,2021
11,storage_ms,2890,,7,2021
12,storage_ms,2890,,7,2021
13,storage_ms,2890,,7,2021
14,storage_ms,2890,,7,2021
15,storage_ms,1000,,7,2021
16,storage_ms,2890,,7,2021
17,storage_ms,2890,about_market,7,2021
18,storage_ms,2890,,7,2021
19,storage_ms,2890,,7,2021
20,storage_ms,2890,summer_sale,7,2021
21,storage_ms,2890,,7,2021
22,storage_ms,1000,current_clients,7,2021
23,storage_ms,2890,,7,2021
24,storage_ms,1000,,7,2021
25,storage_ms,1000,black_friday,7,2021
26,storage_ms,2890,about_storage,7,2021
27,storage_ms,2890,,7,2021
28,storage_ms,1000,,7,2021
29,storage_ms,1000,,7,2021
30,storage_ms,2890,,7,2021
31,storage_ms,2890,about_market,7,2021
32,storage_ms,1000,,7,2021
33,storage_ms,2890,black_friday,7,2021
34,storage_ms,1000,new_subs,7,2021
35,storage_ms,1000,,7,2021
36,storage_ms,2890,,7,2021
37,storage_ms,1000,,7,2021
38,storage_ms,1000,,7,2021
39,storage_ms,1000,about_market,7,2021
40,storage_ms,2890,,7,2021
41,storage_ms,2890,,7,2021
42,storage_ms,1000,about_market,7,2021
43,storage_ms,2890,,7,2021
44,storage_ms,1000,,7,2021
45,storage_ms,1000,,7,2021
46,storage_ms,1000,,7,2021
47,storage_ms,2890,,7,2021
48,storage_ms,1000,black_friday,7,2021
49,storage_ms,1000,,7,2021
50,storage_ms,2890,,7,2021
51,storage_ms,2890,summer_sale,7,2021
52,storage_ms,1000,new_subs,7,2021
53,storage_ms,1000,about_storage,7,2021
54,storage_ms,2890,,7,2021
55,storage_ms,2890,,7,2021
56,storage_ms,1000,about_market,7,2021
57,storage_ms,1000,about_market,7,2021
58,storage_ms,1000,,7,2021
59,storage_ms,1000,,7,2021
60,storage_ms,1000,,7,2021
61,storage_ms,2890,,7,2021
62,storage_ms,2890,,7,2021
63,storage_ms,2890,,7,2021
64,storage_ms,2890,,7,2021
65,storage_ms,2890,black_friday,7,2021
66,storage_ms,1000,,7,2021
67,storage_ms,2890,about_market,7,2021
68,storage_ms,1000,,7,2021
69,storage_ms,1000,black_friday,7,2021
70,storage_ms,2890,,7,2021
71,storage_ms,1000,current_clients,7,2021
72,storage_ms,2890,,7,2021
73,storage_ms,1000,,7,2021
74,storage_ms,2890,,7,2021
75,storage_ms,1000,about_storage,7,2021
76,storage_ms,2890,,7,2021
77,storage_ms,1000,,7,2021
78,storage_ms,1000,,7,2021
79,storage_ms,1000,,7,2021
80,storage_ms,1000,,7,2021
81,storage_ms,2890,,7,2021
82,storage_ms,2890,,7,2021
83,storage_ms,2890,,7,2021
84,storage_ms,2890,,7,2021
85,storage_ms,1000,,7,2021
86,storage_ms,1000,black_friday,7,2021
87,storage_ms,1000,,7,2021
3,storage_ms,1000,,8,2021
4,storage_ms,1000,,8,2021
5,storage_ms,2890,,8,2021
6,storage_ms,2890,,8,2021
7,storage_ms,1000,,8,2021
8,storage_ms,2890,current_clients,8,2021
9,storage_ms,1000,,8,2021
10,storage_ms,1000,,8,2021
11,storage_ms,2890,,8,2021
12,storage_ms,2890,,8,2021
13,storage_ms,2890,,8,2021
14,storage_ms,2890,,8,2021
15,storage_ms,1000,,8,2021
16,storage_ms,2890,,8,2021
17,storage_ms,2890,about_market,8,2021
18,storage_ms,2890,,8,2021
19,storage_ms,2890,,8,2021
20,storage_ms,2890,summer_sale,8,2021
21,storage_ms,2890,,8,2021
22,storage_ms,1000,current_clients,8,2021
23,storage_ms,2890,,8,2021
24,storage_ms,1000,,8,2021
25,storage_ms,1000,black_friday,8,2021
26,storage_ms,2890,about_storage,8,2021
27,storage_ms,2890,,8,2021
28,storage_ms,1000,,8,2021
29,storage_ms,1000,,8,2021
30,storage_ms,2890,,8,2021
31,storage_ms,2890,about_market,8,2021
32,storage_ms,1000,,8,2021
33,storage_ms,2890,black_friday,8,2021
34,storage_ms,1000,new_subs,8,2021
35,storage_ms,1000,,8,2021
36,storage_ms,2890,,8,2021
37,storage_ms,1000,,8,2021
38,storage_ms,1000,,8,2021
39,storage_ms,1000,about_market,8,2021
40,storage_ms,2890,,8,2021
41,storage_ms,2890,,8,2021
42,storage_ms,1000,about_market,8,2021
43,storage_ms,2890,,8,2021
44,storage_ms,1000,,8,2021
45,storage_ms,1000,,8,2021
46,storage_ms,1000,,8,2021
47,storage_ms,2890,,8,2021
48,storage_ms,1000,black_friday,8,2021
49,storage_ms,1000,,8,2021
50,storage_ms,2890,,8,2021
51,storage_ms,2890,summer_sale,8,2021
52,storage_ms,1000,new_subs,8,2021
53,storage_ms,1000,about_storage,8,2021
54,storage_ms,2890,,8,2021
55,storage_ms,2890,,8,2021
56,storage_ms,1000,about_market,8,2021
57,storage_ms,1000,about_market,8,2021
58,storage_ms,1000,,8,2021
59,storage_ms,1000,,8,2021
60,storage_ms,1000,,8,2021
61,storage_ms,2890,,8,2021
62,storage_ms,2890,,8,2021
63,storage_ms,2890,,8,2021
64,storage_ms,2890,,8,2021
65,storage_ms,2890,black_friday,8,2021
66,storage_ms,1000,,8,2021
67,storage_ms,2890,about_market,8,2021
68,storage_ms,1000,,8,2021
69,storage_ms,1000,black_friday,8,2021
70,storage_ms,2890,,8,2021
71,storage_ms,1000,current_clients,8,2021
72,storage_ms,2890,,8,2021
73,storage_ms,1000,,8,2021
74,storage_ms,2890,,8,2021
75,storage_ms,1000,about_storage,8,2021
76,storage_ms,2890,,8,2021
77,storage_ms,1000,,8,2021
78,storage_ms,1000,,8,2021
79,storage_ms,1000,,8,2021
80,storage_ms,1000,,8,2021
81,storage_ms,2890,,8,2021
82,storage_ms,2890,,8,2021
83,storage_ms,2890,,8,2021
84,storage_ms,2890,,8,2021
85,storage_ms,1000,,8,2021
86,storage_ms,1000,black_friday,8,2021
87,storage_ms,1000,,8,2021
3,storage_ms,1000,,9,2021
4,storage_ms,1000,,9,2021
5,storage_ms,2890,,9,2021
6,storage_ms,2890,,9,2021
7,storage_ms,1000,,9,2021
8,storage_ms,2890,current_clients,9,2021
9,storage_ms,1000,,9,2021
10,storage_ms,1000,,9,2021
11,storage_ms,2890,,9,2021
12,storage_ms,2890,,9,2021
13,storage_ms,2890,,9,2021
14,storage_ms,2890,,9,2021
15,storage_ms,1000,,9,2021
16,storage_ms,2890,,9,2021
17,storage_ms,2890,about_market,9,2021
18,storage_ms,2890,,9,2021
19,storage_ms,2890,,9,2021
20,storage_ms,2890,summer_sale,9,2021
21,storage_ms,2890,,9,2021
22,storage_ms,1000,current_clients,9,2021
23,storage_ms,2890,,9,2021
24,storage_ms,1000,,9,2021
25,storage_ms,1000,black_friday,9,2021
26,storage_ms,2890,about_storage,9,2021
27,storage_ms,2890,,9,2021
28,storage_ms,1000,,9,2021
29,storage_ms,1000,,9,2021
30,storage_ms,2890,,9,2021
31,storage_ms,2890,about_market,9,2021
32,storage_ms,1000,,9,2021
33,storage_ms,2890,black_friday,9,2021
34,storage_ms,1000,new_subs,9,2021
35,storage_ms,1000,,9,2021
36,storage_ms,2890,,9,2021
37,storage_ms,1000,,9,2021
38,storage_ms,1000,,9,2021
39,storage_ms,1000,about_market,9,2021
40,storage_ms,2890,,9,2021
41,storage_ms,2890,,9,2021
42,storage_ms,1000,about_market,9,2021
43,storage_ms,2890,,9,2021
44,storage_ms,1000,,9,2021
45,storage_ms,1000,,9,2021
46,storage_ms,1000,,9,2021
47,storage_ms,2890,,9,2021
48,storage_ms,1000,black_friday,9,2021
49,storage_ms,1000,,9,2021
50,storage_ms,2890,,9,2021
51,storage_ms,2890,summer_sale,9,2021
52,storage_ms,1000,new_subs,9,2021
53,storage_ms,1000,about_storage,9,2021
54,storage_ms,2890,,9,2021
55,storage_ms,2890,,9,2021
56,storage_ms,1000,about_market,9,2021
57,storage_ms,1000,about_market,9,2021
58,storage_ms,1000,,9,2021
59,storage_ms,1000,,9,2021
60,storage_ms,1000,,9,2021
61,storage_ms,2890,,9,2021
62,storage_ms,2890,,9,2021
63,storage_ms,2890,,9,2021
64,storage_ms,2890,,9,2021
65,storage_ms,2890,black_friday,9,2021
66,storage_ms,1000,,9,2021
67,storage_ms,2890,about_market,9,2021
68,storage_ms,1000,,9,2021
69,storage_ms,1000,black_friday,9,2021
70,storage_ms,2890,,9,2021
71,storage_ms,1000,current_clients,9,2021
72,storage_ms,2890,,9,2021
73,storage_ms,1000,,9,2021
74,storage_ms,2890,,9,2021
75,storage_ms,1000,about_storage,9,2021
76,storage_ms,2890,,9,2021
77,storage_ms,1000,,9,2021
78,storage_ms,1000,,9,2021
79,storage_ms,1000,,9,2021
80,storage_ms,1000,,9,2021
81,storage_ms,2890,,9,2021
82,storage_ms,2890,,9,2021
83,storage_ms,2890,,9,2021
84,storage_ms,2890,,9,2021
85,storage_ms,1000,,9,2021
86,storage_ms,1000,black_friday,9,2021
87,storage_ms,1000,,9,2021
88,sales_ms,1990,,9,2021
89,storage_ms,2890,,9,2021
90,storage_ms,2890,current_clients,9,2021
90,sales_ms,1000,current_clients,9,2021
91,storage_ms,2890,current_clients,9,2021
91,sales_ms,1000,current_clients,9,2021
92,storage_ms,1000,,9,2021
93,storage_ms,2890,about_market,9,2021
94,sales_ms,1290,,9,2021
95,storage_ms,2890,,9,2021
96,sales_ms,1290,,9,2021
97,storage_ms,1000,,9,2021
97,sales_ms,1000,,9,2021
98,storage_ms,2890,,9,2021
98,sales_ms,1000,,9,2021
99,storage_ms,2890,,9,2021
99,sales_ms,1000,,9,2021
100,storage_ms,1000,,9,2021
101,sales_ms,1990,,9,2021
102,storage_ms,2890,new_subs,9,2021
102,sales_ms,1000,new_subs,9,2021
103,sales_ms,1290,,9,2021
103,storage_ms,1990,,9,2021
104,storage_ms,1000,,9,2021
104,sales_ms,1000,,9,2021
105,storage_ms,2890,,9,2021
106,storage_ms,1000,about_market,9,2021
107,storage_ms,2890,current_clients,9,2021
108,storage_ms,2890,,9,2021
109,sales_ms,1290,,9,2021
109,storage_ms,1990,,9,2021
110,storage_ms,1000,,9,2021
111,storage_ms,1000,,9,2021
111,sales_ms,2890,,9,2021
112,storage_ms,2890,,9,2021
113,storage_ms,1000,about_storage,9,2021
114,sales_ms,1290,,9,2021
115,sales_ms,1290,black_friday,9,2021
116,storage_ms,1000,,9,2021
116,sales_ms,1000,,9,2021
117,storage_ms,1000,,9,2021
118,storage_ms,1000,,9,2021
119,sales_ms,1990,,9,2021
119,storage_ms,1990,,9,2021
120,storage_ms,2890,,9,2021
121,storage_ms,2890,,9,2021
122,storage_ms,2890,new_subs,9,2021
123,storage_ms,2890,,9,2021
124,storage_ms,2890,,9,2021
124,sales_ms,1000,,9,2021
125,storage_ms,2890,,9,2021
126,sales_ms,1290,,9,2021
126,storage_ms,1290,,9,2021
127,storage_ms,1000,,9,2021
127,sales_ms,2890,,9,2021
128,storage_ms,1000,new_subs,9,2021
129,storage_ms,2890,,9,2021
130,storage_ms,2890,current_clients,9,2021
131,storage_ms,2890,,9,2021
132,storage_ms,2890,,9,2021
132,sales_ms,1000,,9,2021
133,storage_ms,2890,,9,2021
133,sales_ms,2890,,9,2021
134,sales_ms,1990,about_market,9,2021
135,storage_ms,2890,,9,2021
135,sales_ms,2890,,9,2021
136,storage_ms,2890,,9,2021
137,storage_ms,2890,,9,2021
137,sales_ms,1000,,9,2021
138,storage_ms,1000,,9,2021
139,sales_ms,1990,about_market,9,2021
140,storage_ms,1000,,9,2021
140,sales_ms,1000,,9,2021
141,storage_ms,2890,,9,2021
142,storage_ms,2890,,9,2021
142,sales_ms,2890,,9,2021
143,storage_ms,2890,,9,2021
144,storage_ms,2890,current_clients,9,2021
145,storage_ms,2890,current_clients,9,2021
145,sales_ms,2890,current_clients,9,2021
146,storage_ms,1000,,9,2021
146,sales_ms,1000,,9,2021
147,storage_ms,2890,summer_sale,9,2021
147,sales_ms,1000,summer_sale,9,2021
148,storage_ms,1000,,9,2021
148,sales_ms,2890,,9,2021
149,storage_ms,2890,about_market,9,2021
149,sales_ms,1000,about_market,9,2021
150,storage_ms,1000,,9,2021
151,storage_ms,1000,,9,2021
152,sales_ms,1990,current_clients,9,2021
152,storage_ms,1290,current_clients,9,2021
3,storage_ms,1000,,10,2021
4,storage_ms,1000,,10,2021
5,storage_ms,2890,,10,2021
6,storage_ms,2890,,10,2021
7,storage_ms,1000,,10,2021
8,storage_ms,2890,current_clients,10,2021
9,storage_ms,1000,,10,2021
10,storage_ms,1000,,10,2021
11,storage_ms,2890,,10,2021
12,storage_ms,2890,,10,2021
13,storage_ms,2890,,10,2021
14,storage_ms,2890,,10,2021
15,storage_ms,1000,,10,2021
16,storage_ms,2890,,10,2021
17,storage_ms,2890,about_market,10,2021
18,storage_ms,2890,,10,2021
19,storage_ms,2890,,10,2021
20,storage_ms,2890,summer_sale,10,2021
21,storage_ms,2890,,10,2021
22,storage_ms,1000,current_clients,10,2021
23,storage_ms,2890,,10,2021
24,storage_ms,1000,,10,2021
25,storage_ms,1000,black_friday,10,2021
26,storage_ms,2890,about_storage,10,2021
27,storage_ms,2890,,10,2021
28,storage_ms,1000,,10,2021
29,storage_ms,1000,,10,2021
30,storage_ms,2890,,10,2021
31,storage_ms,2890,about_market,10,2021
32,storage_ms,1000,,10,2021
33,storage_ms,2890,black_friday,10,2021
34,storage_ms,1000,new_subs,10,2021
35,storage_ms,1000,,10,2021
36,storage_ms,2890,,10,2021
37,storage_ms,1000,,10,2021
38,storage_ms,1000,,10,2021
39,storage_ms,1000,about_market,10,2021
40,storage_ms,2890,,10,2021
41,storage_ms,2890,,10,2021
42,storage_ms,1000,about_market,10,2021
43,storage_ms,2890,,10,2021
44,storage_ms,1000,,10,2021
45,storage_ms,1000,,10,2021
46,storage_ms,1000,,10,2021
47,storage_ms,2890,,10,2021
48,storage_ms,1000,black_friday,10,2021
49,storage_ms,1000,,10,2021
50,storage_ms,2890,,10,2021
51,storage_ms,2890,summer_sale,10,2021
52,storage_ms,1000,new_subs,10,2021
53,storage_ms,1000,about_storage,10,2021
54,storage_ms,2890,,10,2021
55,storage_ms,2890,,10,2021
56,storage_ms,1000,about_market,10,2021
57,storage_ms,1000,about_market,10,2021
58,storage_ms,1000,,10,2021
59,storage_ms,1000,,10,2021
60,storage_ms,1000,,10,2021
61,storage_ms,2890,,10,2021
62,storage_ms,2890,,10,2021
63,storage_ms,2890,,10,2021
64,storage_ms,2890,,10,2021
65,storage_ms,2890,black_friday,10,2021
66,storage_ms,1000,,10,2021
67,storage_ms,2890,about_market,10,2021
68,storage_ms,1000,,10,2021
69,storage_ms,1000,black_friday,10,2021
70,storage_ms,2890,,10,2021
71,storage_ms,1000,current_clients,10,2021
72,storage_ms,2890,,10,2021
73,storage_ms,1000,,10,2021
74,storage_ms,2890,,10,2021
75,storage_ms,1000,about_storage,10,2021
76,storage_ms,2890,,10,2021
77,storage_ms,1000,,10,2021
78,storage_ms,1000,,10,2021
79,storage_ms,1000,,10,2021
80,storage_ms,1000,,10,2021
81,storage_ms,2890,,10,2021
82,storage_ms,2890,,10,2021
83,storage_ms,2890,,10,2021
84,storage_ms,2890,,10,2021
85,storage_ms,1000,,10,2021
86,storage_ms,1000,black_friday,10,2021
87,storage_ms,1000,,10,2021
88,sales_ms,1990,,10,2021
89,storage_ms,2890,,10,2021
90,storage_ms,2890,current_clients,10,2021
90,sales_ms,1000,current_clients,10,2021
91,storage_ms,2890,current_clients,10,2021
91,sales_ms,1000,current_clients,10,2021
92,storage_ms,1000,,10,2021
93,storage_ms,2890,about_market,10,2021
94,sales_ms,1290,,10,2021
95,storage_ms,2890,,10,2021
96,sales_ms,1290,,10,2021
97,storage_ms,1000,,10,2021
97,sales_ms,1000,,10,2021
98,storage_ms,2890,,10,2021
98,sales_ms,1000,,10,2021
99,storage_ms,2890,,10,2021
99,sales_ms,1000,,10,2021
100,storage_ms,1000,,10,2021
101,sales_ms,1990,,10,2021
102,storage_ms,2890,new_subs,10,2021
102,sales_ms,1000,new_subs,10,2021
103,sales_ms,1290,,10,2021
103,storage_ms,1990,,10,2021
104,storage_ms,1000,,10,2021
104,sales_ms,1000,,10,2021
105,storage_ms,2890,,10,2021
106,storage_ms,1000,about_market,10,2021
107,storage_ms,2890,current_clients,10,2021
108,storage_ms,2890,,10,2021
109,sales_ms,1290,,10,2021
109,storage_ms,1990,,10,2021
110,storage_ms,1000,,10,2021
111,storage_ms,1000,,10,2021
111,sales_ms,2890,,10,2021
112,storage_ms,2890,,10,2021
113,storage_ms,1000,about_storage,10,2021
114,sales_ms,1290,,10,2021
115,sales_ms,1290,black_friday,10,2021
116,storage_ms,1000,,10,2021
116,sales_ms,1000,,10,2021
117,storage_ms,1000,,10,2021
118,storage_ms,1000,,10,2021
119,sales_ms,1990,,10,2021
119,storage_ms,1990,,10,2021
120,storage_ms,2890,,10,2021
121,storage_ms,2890,,10,2021
122,storage_ms,2890,new_subs,10,2021
123,storage_ms,2890,,10,2021
124,storage_ms,2890,,10,2021
124,sales_ms,1000,,10,2021
125,storage_ms,2890,,10,2021
126,sales_ms,1290,,10,2021
126,storage_ms,1290,,10,2021
127,storage_ms,1000,,10,2021
127,sales_ms,2890,,10,2021
128,storage_ms,1000,new_subs,10,2021
129,storage_ms,2890,,10,2021
130,storage_ms,2890,current_clients,10,2021
131,storage_ms,2890,,10,2021
132,storage_ms,2890,,10,2021
132,sales_ms,1000,,10,2021
133,storage_ms,2890,,10,2021
133,sales_ms,2890,,10,2021
134,sales_ms,1990,about_market,10,2021
135,storage_ms,2890,,10,2021
135,sales_ms,2890,,10,2021
136,storage_ms,2890,,10,2021
137,storage_ms,2890,,10,2021
137,sales_ms,1000,,10,2021
138,storage_ms,1000,,10,2021
139,sales_ms,1990,about_market,10,2021
140,storage_ms,1000,,10,2021
140,sales_ms,1000,,10,2021
141,storage_ms,2890,,10,2021
142,storage_ms,2890,,10,2021
142,sales_ms,2890,,10,2021
143,storage_ms,2890,,10,2021
144,storage_ms,2890,current_clients,10,2021
145,storage_ms,2890,current_clients,10,2021
145,sales_ms,2890,current_clients,10,2021
146,storage_ms,1000,,10,2021
146,sales_ms,1000,,10,2021
147,storage_ms,2890,summer_sale,10,2021
147,sales_ms,1000,summer_sale,10,2021
148,storage_ms,1000,,10,2021
148,sales_ms,2890,,10,2021
149,storage_ms,2890,about_market,10,2021
149,sales_ms,1000,about_market,10,2021
150,storage_ms,1000,,10,2021
151,storage_ms,1000,,10,2021
152,sales_ms,1990,current_clients,10,2021
152,storage_ms,1290,current_clients,10,2021
153,storage_ms,1000,new_subs,10,2021
153,sales_ms,2890,new_subs,10,2021
154,storage_ms,1000,,10,2021
155,storage_ms,2890,,10,2021
156,storage_ms,2890,,10,2021
156,sales_ms,2890,,10,2021
157,storage_ms,2890,,10,2021
158,storage_ms,2890,,10,2021
159,storage_ms,1000,about_storage,10,2021
160,sales_ms,1290,,10,2021
160,storage_ms,1990,,10,2021
161,storage_ms,2890,,10,2021
162,storage_ms,2890,,10,2021
162,sales_ms,2890,,10,2021
163,storage_ms,1000,,10,2021
164,storage_ms,1000,,10,2021
165,storage_ms,1000,,10,2021
165,sales_ms,1000,,10,2021
166,sales_ms,1990,,10,2021
167,storage_ms,1000,,10,2021
168,sales_ms,1990,current_clients,10,2021
168,storage_ms,1290,current_clients,10,2021
169,storage_ms,1000,about_market,10,2021
169,sales_ms,2890,about_market,10,2021
170,storage_ms,2890,,10,2021
171,storage_ms,2890,black_friday,10,2021
172,storage_ms,2890,,10,2021
173,storage_ms,2890,,10,2021
174,sales_ms,1290,,10,2021
175,storage_ms,2890,,10,2021
176,storage_ms,2890,new_subs,10,2021
177,storage_ms,1000,,10,2021
177,sales_ms,2890,,10,2021
178,storage_ms,1000,,10,2021
178,sales_ms,1000,,10,2021
